RATE,TYPE,LOCATIONID,TS
540,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:38:35.897"
2700,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:38:35.897"
2160,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:38:46.648"
540,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:38:46.648"
2700,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:38:46.648"
2160,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:38:57.478"
540,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:38:57.478"
2700,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:38:57.478"
1980,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:39:07.452"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:39:07.452"
2400,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:39:07.452"
1980,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:39:17.757"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:39:17.757"
2400,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:39:17.757"
1980,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:39:27.457"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:39:27.457"
2400,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:39:27.457"
1980,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:39:37.700"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:39:37.700"
2400,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:39:37.700"
1980,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:39:47.542"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:39:47.542"
2400,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:39:47.543"
1980,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:39:57.536"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:39:57.536"
2400,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:39:57.536"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:40:08.604"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:40:08.604"
2580,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:40:08.604"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:40:19.730"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:40:19.730"
2580,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:40:19.730"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:40:30.525"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:40:30.526"
2580,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:40:30.526"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:40:41.288"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:40:41.288"
2580,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:40:41.288"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:40:51.650"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:40:51.650"
2580,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:40:51.650"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:41:02.669"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:41:02.669"
2580,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:41:02.669"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:41:13.883"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:41:13.883"
2580,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:41:13.883"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:41:24.398"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:41:24.398"
2580,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:41:24.398"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:41:35.458"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:41:35.459"
2580,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:41:35.459"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:41:47.252"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:41:47.252"
2580,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:41:47.252"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:41:57.863"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:41:57.863"
2580,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:41:57.863"
2880,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:42:08.910"
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:42:08.910"
3120,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:42:08.910"
2880,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:42:19.418"
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:42:19.418"
3120,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:42:19.418"
2880,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:42:29.428"
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:42:29.428"
3120,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:42:29.428"
2880,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:42:39.498"
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:42:39.498"
3120,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:42:39.498"
2880,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:42:49.730"
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:42:49.730"
3120,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:42:49.730"
2880,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:43:00.428"
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:43:00.428"
3120,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:43:00.428"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:43:10.961"
120,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:43:10.961"
2340,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:43:10.961"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:43:20.857"
120,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:43:20.857"
2340,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:43:20.857"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:43:30.768"
120,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:43:30.768"
2340,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:43:30.768"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:43:41.099"
120,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:43:41.099"
2340,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:43:41.099"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:43:50.845"
120,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:43:50.845"
2340,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:43:50.845"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:44:01.038"
120,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:44:01.038"
2340,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:44:01.038"
2520,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:44:11.338"
120,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:44:11.338"
2640,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:44:11.338"
2520,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:44:21.513"
120,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:44:21.513"
2640,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:44:21.513"
2520,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:44:31.105"
120,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:44:31.105"
2640,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:44:31.105"
2520,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:44:40.826"
120,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:44:40.826"
2640,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:44:40.826"
2520,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:44:50.508"
120,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:44:50.508"
2640,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:44:50.508"
2520,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:45:00.154"
120,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:45:00.154"
2640,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:45:00.154"
2160,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:45:09.961"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:45:09.961"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:45:09.961"
2160,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:45:19.940"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:45:19.940"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:45:19.940"
2160,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:45:29.627"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:45:29.627"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:45:29.627"
2160,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:45:39.273"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:45:39.273"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:45:39.273"
2160,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:45:49.065"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:45:49.065"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:45:49.066"
2160,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:45:59.182"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:45:59.182"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:45:59.182"
2160,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:46:08.867"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:46:08.867"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:46:08.867"
2160,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:46:18.836"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:46:18.836"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:46:18.836"
2160,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:46:28.632"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:46:28.632"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:46:28.632"
2160,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:46:38.376"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:46:38.376"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:46:38.376"
2160,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:46:48.222"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:46:48.222"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:46:48.222"
2160,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:46:58.061"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:46:58.061"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:46:58.061"
2340,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:47:09.328"
180,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:47:09.328"
2520,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:47:09.328"
2340,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:47:19.803"
180,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:47:19.803"
2520,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:47:19.803"
2340,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:47:30.594"
180,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:47:30.594"
2520,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:47:30.594"
2340,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:47:41.161"
180,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:47:41.161"
2520,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:47:41.161"
2340,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:47:51.687"
180,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:47:51.687"
2520,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:47:51.687"
2340,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:48:02.273"
180,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:48:02.273"
2520,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:48:02.273"
3000,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:48:13.434"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:48:13.434"
3360,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:48:13.434"
3000,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:48:24.049"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:48:24.049"
3360,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:48:24.049"
3000,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:48:35.233"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:48:35.233"
3360,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:48:35.233"
3000,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:48:46.172"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:48:46.172"
3360,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:48:46.172"
3000,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:48:57.105"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:48:57.105"
3360,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:48:57.105"
2760,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:49:08.292"
180,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:49:08.292"
2940,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:49:08.292"
2760,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:49:19.304"
180,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:49:19.304"
2940,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:49:19.304"
2760,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:49:30.497"
180,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:49:30.497"
2940,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:49:30.497"
2760,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:49:41.488"
180,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:49:41.488"
2940,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:49:41.488"
2760,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:49:52.091"
180,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:49:52.091"
2940,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:49:52.091"
2760,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:50:03.115"
180,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:50:03.115"
2940,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:50:03.115"
2100,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:50:15.438"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:50:15.438"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:50:15.438"
2100,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:50:26.486"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:50:26.486"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:50:26.486"
2100,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:50:37.939"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:50:37.939"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:50:37.939"
2100,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:50:48.662"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:50:48.662"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:50:48.662"
2100,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:50:59.107"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:50:59.107"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:50:59.107"
2100,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:51:10.078"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:51:10.078"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:51:10.078"
2100,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:51:20.203"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:51:20.203"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:51:20.203"
2100,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:51:30.500"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:51:30.500"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:51:30.500"
2100,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:51:40.415"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:51:40.415"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:51:40.415"
2100,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:51:50.375"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:51:50.375"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:51:50.375"
2100,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:52:00.200"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:52:00.200"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:52:00.200"
2820,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:52:10.750"
720,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:52:10.750"
3540,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:52:10.750"
2820,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:52:21.409"
720,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:52:21.410"
3540,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:52:21.410"
2820,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:52:32.092"
720,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:52:32.092"
3540,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:52:32.092"
2820,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:52:42.533"
720,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:52:42.533"
3540,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:52:42.533"
2820,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:52:52.908"
720,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:52:52.908"
3540,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:52:52.908"
2820,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:53:03.333"
720,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:53:03.333"
3540,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:53:03.333"
2460,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:53:14.455"
600,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:53:14.455"
3060,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:53:14.455"
2460,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:53:25.857"
600,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:53:25.857"
3060,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:53:25.857"
2460,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:53:36.437"
600,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:53:36.437"
3060,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:53:36.437"
2460,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:53:47.503"
600,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:53:47.503"
3060,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:53:47.503"
2460,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:53:58.424"
600,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:53:58.424"
3060,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:53:58.424"
2520,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:54:08.945"
540,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:54:08.945"
3060,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:54:08.945"
2520,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:54:20.802"
540,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:54:20.802"
3060,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:54:20.802"
2520,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:54:31.210"
540,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:54:31.210"
3060,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:54:31.210"
2520,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:54:41.546"
540,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:54:41.546"
3060,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:54:41.546"
2520,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:54:51.503"
540,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:54:51.503"
3060,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:54:51.503"
2520,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:55:01.436"
540,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:55:01.436"
3060,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:55:01.436"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:55:12.243"
600,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:55:12.243"
2820,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:55:12.243"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:55:22.666"
600,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:55:22.666"
2820,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:55:22.666"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:55:32.855"
600,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:55:32.855"
2820,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:55:32.855"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:55:42.992"
600,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:55:42.992"
2820,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:55:42.992"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:55:53.168"
600,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:55:53.168"
2820,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:55:53.168"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:56:03.345"
600,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:56:03.345"
2820,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:56:03.345"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:56:14.285"
600,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:56:14.285"
2820,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:56:14.285"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:56:24.670"
600,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:56:24.670"
2820,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:56:24.670"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:56:34.782"
600,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:56:34.782"
2820,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:56:34.782"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:56:44.963"
600,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-18 09:56:44.963"
2820,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-18 09:56:44.963"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-18 09:56:55.427"
